<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
04.11.2020,17:17:00,114990,115186,107996,113264,11
04.11.2020,17:18:00,115263,115263,107967,112236,71
04.11.2020,17:19:00,113789,115103,107981,112279,73
04.11.2020,17:20:00,111625,115244,108059,111288,50
04.11.2020,17:21:00,109781,115240,108122,115129,67
04.11.2020,17:22:00,113463,115146,107950,109271,2
04.11.2020,17:23:00,111750,115184,108055,109645,2
04.11.2020,17:24:00,114287,115130,108144,111496,97
04.11.2020,17:25:00,114663,115296,108085,111986,33
04.11.2020,17:26:00,110881,115297,108089,112308,9
04.11.2020,17:28:00,113693,115268,108054,109604,35
04.11.2020,17:29:00,109924,115034,108001,110317,16
04.11.2020,17:30:00,110792,115296,108176,108495,40
04.11.2020,17:31:00,111144,115122,108000,112990,64
04.11.2020,17:32:00,109785,115141,107965,109977,2
04.11.2020,17:33:00,114912,115105,107978,110352,45
04.11.2020,17:34:00,110255,115141,108079,114814,51
04.11.2020,17:35:00,113610,115286,108033,113558,88
04.11.2020,17:36:00,111021,115251,108120,109118,15
04.11.2020,17:37:00,113280,115172,107988,110708,75
04.11.2020,17:38:00,111826,115192,107951,109271,16
04.11.2020,17:39:00,108467,115166,108437,114950,48
04.11.2020,17:40:00,113764,115231,107911,113863,49
04.11.2020,17:41:00,109110,115193,107998,108878,71
04.11.2020,17:42:00,111155,115012,108014,108848,93
04.11.2020,17:43:00,114497,115277,107980,107980,44
04.11.2020,17:44:00,114537,115193,107973,110417,98
04.11.2020,17:45:00,112656,115245,108171,114256,51
04.11.2020,17:46:00,112673,115237,107925,109261,37
04.11.2020,17:47:00,109664,115279,108004,112921,21
04.11.2020,17:48:00,112037,115147,107957,109809,8
04.11.2020,17:49:00,113163,115202,107986,108487,54
04.11.2020,17:50:00,114863,115276,107910,112434,14
04.11.2020,17:51:00,110009,115242,108025,111821,81
04.11.2020,17:52:00,108653,115222,108282,109661,47
04.11.2020,17:53:00,110863,115246,108043,111194,22
04.11.2020,17:54:00,109010,115106,107998,110091,30
04.11.2020,17:55:00,114581,115280,107977,111832,82
04.11.2020,17:56:00,110295,115188,108013,114336,52
04.11.2020,17:57:00,108431,115206,107989,110953,91
04.11.2020,17:58:00,113414,115281,108146,111914,28
04.11.2020,17:59:00,110685,115294,108045,111085,49
04.11.2020,18:00:00,107994,115189,107994,108648,16
04.11.2020,18:01:00,113400,115248,107966,113040,36
04.11.2020,18:02:00,113396,115235,107937,108382,90
04.11.2020,18:03:00,112141,115221,108201,110512,54
04.11.2020,18:04:00,113810,115149,107968,115022,66
04.11.2020,18:05:00,110652,115145,108389,115145,11
04.11.2020,18:06:00,113067,115266,107967,108406,82
04.11.2020,18:07:00,112371,115231,108064,111298,87
04.11.2020,18:08:00,113415,115167,108262,113211,7
04.11.2020,18:09:00,112946,115285,107910,113134,79
04.11.2020,18:10:00,111755,115286,108141,111525,97
04.11.2020,18:11:00,114774,115088,107952,109805,60
04.11.2020,18:12:00,114271,115165,108036,112809,34
04.11.2020,18:13:00,114103,115082,108163,108217,88
04.11.2020,18:14:00,110884,115262,107952,113938,24
04.11.2020,18:15:00,110198,115177,108113,110554,52
04.11.2020,18:16:00,113145,114992,107937,113392,86
04.11.2020,18:17:00,108040,115243,108040,114743,56
04.11.2020,18:18:00,109386,115249,107924,114029,72
04.11.2020,18:19:00,114026,115298,108128,108457,65
04.11.2020,18:20:00,110047,114994,108077,109691,61
04.11.2020,18:21:00,108524,115159,108058,111870,9
04.11.2020,18:22:00,115087,115184,108135,114635,47
04.11.2020,18:23:00,108846,115260,108041,113917,6
04.11.2020,18:24:00,108296,115169,107968,114478,11
04.11.2020,18:25:00,112078,115146,107910,115146,55
04.11.2020,18:26:00,111863,115276,107945,115242,81
04.11.2020,18:27:00,112016,114955,107936,108546,24
04.11.2020,18:28:00,110040,115000,107935,109651,81
04.11.2020,18:29:00,115200,115276,107907,114175,25
04.11.2020,18:30:00,110376,115202,107961,107961,35
04.11.2020,18:31:00,108467,114996,108182,113124,95
04.11.2020,18:32:00,114083,115097,107977,108241,92
04.11.2020,18:33:00,112461,115127,108006,113427,48
04.11.2020,18:34:00,112803,115162,107973,108607,6
04.11.2020,18:35:00,110369,115247,108028,108273,76
04.11.2020,18:36:00,114591,115290,108126,114688,28
04.11.2020,18:37:00,111932,115266,108041,115113,85
04.11.2020,18:38:00,112828,115295,107901,115035,4
04.11.2020,18:39:00,110415,115287,108086,111916,85
04.11.2020,18:40:00,109542,115033,107901,111252,54
04.11.2020,18:41:00,114836,115175,107975,110821,17
04.11.2020,18:42:00,112946,115251,107907,111203,52
04.11.2020,18:43:00,112732,115183,107961,109818,46
04.11.2020,18:44:00,112345,114961,107931,114428,22
04.11.2020,18:45:00,112650,115169,108463,111835,71
04.11.2020,18:46:00,108428,115249,108091,111425,73
04.11.2020,18:47:00,108696,115088,108092,109978,2
04.11.2020,18:48:00,107999,115181,107999,113423,32
04.11.2020,18:49:00,112192,115222,108071,113362,25
04.11.2020,18:50:00,111858,115166,108152,108205,46
04.11.2020,18:51:00,114359,115242,108054,114382,50
04.11.2020,18:52:00,111038,115279,108088,113997,40
04.11.2020,18:53:00,115243,115243,107951,109758,36
04.11.2020,18:54:00,109664,115267,108063,109007,77
04.11.2020,18:55:00,110441,115259,107905,112628,24
04.11.2020,18:56:00,112534,115273,108035,113464,59
04.11.2020,18:57:00,115240,115240,107947,113877,78
04.11.2020,18:58:00,113834,115270,108307,110126,90
04.11.2020,18:59:00,111952,115148,108010,111359,29
04.11.2020,19:00:00,115245,115289,107909,108707,19
04.11.2020,19:01:00,110054,115286,108168,114428,21
04.11.2020,19:02:00,110908,115284,107954,110900,20
04.11.2020,19:03:00,112864,115102,108186,112460,13
04.11.2020,19:04:00,112911,115196,108374,110253,67
04.11.2020,19:05:00,111837,115277,107988,114773,15
04.11.2020,19:06:00,111948,114985,107940,109538,17
04.11.2020,19:07:00,114065,115192,108015,113459,76
04.11.2020,19:08:00,114541,115272,108129,113492,62
04.11.2020,19:09:00,108847,115178,108047,110112,24
04.11.2020,19:10:00,113765,115274,107910,115200,41
04.11.2020,19:11:00,112560,115003,108012,113455,31
04.11.2020,19:12:00,114575,115206,108175,109219,24
04.11.2020,19:13:00,108804,115290,108174,108791,32
04.11.2020,19:14:00,111579,115092,107917,109512,85
04.11.2020,19:15:00,113750,115221,107958,114845,56
04.11.2020,19:16:00,112417,115261,108160,108473,69
04.11.2020,19:17:00,112868,115196,107950,112651,77
04.11.2020,19:18:00,110577,114938,108229,111547,76
04.11.2020,19:19:00,113011,115113,108038,108038,63
04.11.2020,19:20:00,108354,115146,108063,110642,39
04.11.2020,19:21:00,109941,115110,107974,111586,58
04.11.2020,19:22:00,114659,115255,107938,115255,37
04.11.2020,19:23:00,108331,115058,107912,112880,43
04.11.2020,19:24:00,112720,115174,107921,114980,6
04.11.2020,19:25:00,111025,115283,107911,110469,4
04.11.2020,19:26:00,113198,115115,108063,111659,42
04.11.2020,19:27:00,108253,115163,107954,111619,77
04.11.2020,19:28:00,112422,115253,107942,108327,85
04.11.2020,19:29:00,112082,115258,107910,115258,18
04.11.2020,19:30:00,114779,115256,108081,113262,17
04.11.2020,19:31:00,108236,114942,108049,110194,7
04.11.2020,19:32:00,113429,115015,108013,112719,14
04.11.2020,19:33:00,109015,115253,107978,109653,76
04.11.2020,19:34:00,109594,115137,107943,111615,38
04.11.2020,19:35:00,114958,115245,108383,111301,25
04.11.2020,19:36:00,111522,115187,107913,109459,42
04.11.2020,19:37:00,114499,115293,107958,108149,26
04.11.2020,19:38:00,109488,115265,108108,113083,16
04.11.2020,19:39:00,113548,115104,108044,111128,30
04.11.2020,19:40:00,110114,115253,108231,110877,81
04.11.2020,19:41:00,110267,115231,107906,113937,62
04.11.2020,19:42:00,113450,115000,108022,111815,17
04.11.2020,19:43:00,110810,115126,107996,108950,81
04.11.2020,19:44:00,109240,115265,107953,114206,37
04.11.2020,19:45:00,110216,115278,108098,113442,47
04.11.2020,19:46:00,112462,115020,107907,108586,49
04.11.2020,19:47:00,115147,115147,108021,114258,23
04.11.2020,19:48:00,114023,115297,108021,110233,72
04.11.2020,19:49:00,109929,115276,108003,115260,57
04.11.2020,19:50:00,108186,114930,107929,109076,37
04.11.2020,19:51:00,111958,115226,108070,109951,87
04.11.2020,19:52:00,110906,115156,107905,111020,63
04.11.2020,19:53:00,110297,115292,108100,111054,42
04.11.2020,19:54:00,114059,115130,107907,111195,13
04.11.2020,19:55:00,114600,115244,107965,112125,64
04.11.2020,19:57:00,112936,115207,107998,113357,68
04.11.2020,19:58:00,111093,115249,108054,110503,75
04.11.2020,19:59:00,114095,115281,107955,112528,55
04.11.2020,20:00:00,110202,114906,107934,109003,73
05.11.2020,10:00:00,108006,115061,107945,109030,39
05.11.2020,10:01:00,112947,115128,107907,110448,74
05.11.2020,10:02:00,115134,115182,108172,111873,55
05.11.2020,10:03:00,111998,115214,108087,109446,27
05.11.2020,10:04:00,114861,115202,108063,110474,45
05.11.2020,10:05:00,108708,115260,108290,113688,96
05.11.2020,10:06:00,110243,115250,108006,111372,91
05.11.2020,10:07:00,113595,115045,107946,114478,43
05.11.2020,10:08:00,111018,114993,107930,109156,93
05.11.2020,10:09:00,113946,115121,107968,108231,82
05.11.2020,10:10:00,113816,115014,108470,110930,3
05.11.2020,10:11:00,113299,115034,107935,114198,58
05.11.2020,10:12:00,109968,115269,107913,110055,85
05.11.2020,10:13:00,111264,115197,107996,115061,11
05.11.2020,10:14:00,109368,115136,107985,110527,89
05.11.2020,10:15:00,109083,115216,107949,108140,73
05.11.2020,10:16:00,113745,114982,108067,110845,70
05.11.2020,10:17:00,113800,115125,108349,114283,65
05.11.2020,10:18:00,114585,115189,107935,110441,36
05.11.2020,10:19:00,112411,115265,108021,108021,77
05.11.2020,10:20:00,109278,115176,107905,108749,7
05.11.2020,10:21:00,110985,115107,107921,111279,70
05.11.2020,10:22:00,111780,115262,108002,114407,86
05.11.2020,10:23:00,114881,115284,108309,115167,79
05.11.2020,10:24:00,111355,115287,107934,114652,22
05.11.2020,10:25:00,112932,115285,108190,114122,5
05.11.2020,10:26:00,112931,115224,107928,109176,10
05.11.2020,10:27:00,113606,115252,107987,114459,94
05.11.2020,10:28:00,113394,115241,107995,115241,59
05.11.2020,10:29:00,112032,115056,107913,108842,34
05.11.2020,10:30:00,111202,115158,107909,108488,28
05.11.2020,10:31:00,109273,115276,107960,113503,26
05.11.2020,10:32:00,109821,115148,107988,111740,10
05.11.2020,10:33:00,113566,115206,107917,114268,83
05.11.2020,10:34:00,111304,115253,107977,109962,22
05.11.2020,10:35:00,110189,115287,108150,110301,97
05.11.2020,10:36:00,109604,115263,107951,110784,79
05.11.2020,10:37:00,113061,115172,108063,108550,94
05.11.2020,10:38:00,114011,114965,107992,110651,12
05.11.2020,10:39:00,110819,115113,107905,111383,34
05.11.2020,10:40:00,111032,115138,107907,108628,71
05.11.2020,10:41:00,110814,115157,107915,111482,61
05.11.2020,10:42:00,109849,115029,107936,112406,52
05.11.2020,10:43:00,111461,115299,107977,113259,78
05.11.2020,10:45:00,112581,115151,108177,109950,52
05.11.2020,10:46:00,112739,115264,107916,108870,14
05.11.2020,10:47:00,112349,115289,108107,113508,86
05.11.2020,10:48:00,111325,115230,107902,114358,84
05.11.2020,10:49:00,111130,115173,107993,108920,84
05.11.2020,10:50:00,112185,115279,107919,110294,5
05.11.2020,10:51:00,109757,115144,108175,114695,30
05.11.2020,10:52:00,114926,115165,107964,113658,66
05.11.2020,10:53:00,112821,115226,108327,111161,15
05.11.2020,10:54:00,112524,115058,108035,113330,55
05.11.2020,10:55:00,112994,115260,108103,111653,5
05.11.2020,10:56:00,110070,115029,107967,109441,12
05.11.2020,10:57:00,114879,115282,107927,113737,55
05.11.2020,10:58:00,114541,115225,107949,115159,17
05.11.2020,10:59:00,111734,115104,108083,111626,22
05.11.2020,11:00:00,111461,115079,108044,111589,13
05.11.2020,11:01:00,112257,114864,108166,110276,15
05.11.2020,11:02:00,113422,115203,108163,113711,96
05.11.2020,11:03:00,108784,115130,108033,111061,1
05.11.2020,11:04:00,111987,115180,107907,113696,44
05.11.2020,11:05:00,113417,115140,108051,110096,55
05.11.2020,11:06:00,112342,114825,108166,110841,51
05.11.2020,11:07:00,113975,115289,107991,108563,60
05.11.2020,11:08:00,108422,115282,108021,113996,92
05.11.2020,11:09:00,110127,115108,108118,112391,33
05.11.2020,11:10:00,111451,115247,108112,108264,61
05.11.2020,11:11:00,108271,115174,108068,112159,84
05.11.2020,11:12:00,113261,114869,108334,109549,26
05.11.2020,11:13:00,112771,115256,108225,111047,66
05.11.2020,11:14:00,111915,115104,107911,110813,24
05.11.2020,11:15:00,112523,115239,108159,114784,31
05.11.2020,11:16:00,112402,115027,107959,114223,75
05.11.2020,11:17:00,110394,115248,108074,113092,61
05.11.2020,11:18:00,113019,115235,107967,114975,76
05.11.2020,11:19:00,110453,115270,107979,109512,78
05.11.2020,11:20:00,109486,115290,107985,112266,23
05.11.2020,11:21:00,112139,115289,107933,112221,84
05.11.2020,11:22:00,109079,115248,107922,113776,38
05.11.2020,11:23:00,113579,114940,108005,114636,45
05.11.2020,11:24:00,109168,114960,107935,111074,17
05.11.2020,11:25:00,114252,115261,107991,112319,68
05.11.2020,11:26:00,108603,115057,107955,110529,19
05.11.2020,11:27:00,111791,115211,108109,111154,16
05.11.2020,11:28:00,109768,115210,108084,110192,51
05.11.2020,11:30:00,113948,115223,107922,113927,94
05.11.2020,11:31:00,113807,115267,107904,110653,68
05.11.2020,11:32:00,112189,115140,108009,112056,66
05.11.2020,11:33:00,114942,115258,107947,111808,18
05.11.2020,11:34:00,114491,114959,107925,114571,14
05.11.2020,11:35:00,114075,115112,108058,113419,66
05.11.2020,11:36:00,108505,115275,107968,115239,26
05.11.2020,11:37:00,108915,115088,107903,107919,63
05.11.2020,11:38:00,110273,115213,107915,110000,20
05.11.2020,11:39:00,111558,114925,107902,109304,11
05.11.2020,11:40:00,114548,115227,108017,113525,67
05.11.2020,11:41:00,109461,114948,108141,113054,78
05.11.2020,11:42:00,114588,115254,108093,108310,33
05.11.2020,11:43:00,113648,115201,107971,110314,60
05.11.2020,11:44:00,109117,115278,108213,114842,86
05.11.2020,11:45:00,113330,115251,108159,111807,61
05.11.2020,11:46:00,113510,114971,107923,113457,63
05.11.2020,11:47:00,111508,115188,108039,110310,11
05.11.2020,11:48:00,109993,115299,107997,110078,84
05.11.2020,11:49:00,110404,115253,108010,113625,17
05.11.2020,11:50:00,112599,115186,108017,108146,8
05.11.2020,11:51:00,109049,115267,108043,110807,98
05.11.2020,11:52:00,113531,115288,108198,113299,62
05.11.2020,11:53:00,108517,115210,107971,112598,41
05.11.2020,11:54:00,109756,115185,107900,110922,90
05.11.2020,11:55:00,108836,115205,107929,109279,31
05.11.2020,11:56:00,113219,115024,108004,111595,43
05.11.2020,11:57:00,107994,115151,107994,111597,73
05.11.2020,11:58:00,109860,115237,108044,110109,61
05.11.2020,11:59:00,115214,115214,108040,108924,50
05.11.2020,12:00:00,110508,115288,108174,109407,70
05.11.2020,12:01:00,115193,115193,108049,114021,43
05.11.2020,12:02:00,111971,114938,108002,108002,58
05.11.2020,12:03:00,109474,115121,107966,111986,12
05.11.2020,12:04:00,112756,114619,108031,108395,63
05.11.2020,12:05:00,112083,114801,108279,110940,56
05.11.2020,12:06:00,112287,115007,108057,110993,79
05.11.2020,12:07:00,114463,115195,108040,108360,43
05.11.2020,12:08:00,108628,115209,107930,108183,21
05.11.2020,12:09:00,111872,115282,108009,110895,75
05.11.2020,12:10:00,111682,115033,107925,109557,60
05.11.2020,12:11:00,113293,115255,107904,114225,50
05.11.2020,12:12:00,109725,115195,108242,111821,6
05.11.2020,12:13:00,112932,115205,108028,112657,94
05.11.2020,12:14:00,112494,115280,108016,112831,62
05.11.2020,12:15:00,108297,115259,108041,112912,72
05.11.2020,12:16:00,112639,115088,108203,113783,48
05.11.2020,12:17:00,113969,115223,108015,113265,85
05.11.2020,12:18:00,110244,115169,107928,114312,50
05.11.2020,12:19:00,111649,115106,107927,111407,21
05.11.2020,12:20:00,108554,115297,108059,112600,27
05.11.2020,12:21:00,111102,115176,107913,113029,44
05.11.2020,12:22:00,109921,115281,108285,112720,16
05.11.2020,12:23:00,113984,115233,107916,110525,21
05.11.2020,12:24:00,110596,115202,108370,114317,23
05.11.2020,12:25:00,109621,115259,107995,114667,48
05.11.2020,12:26:00,113975,115282,107950,110274,96
05.11.2020,12:27:00,112878,115255,107970,110878,73
05.11.2020,12:28:00,111241,115262,107983,108829,17
05.11.2020,12:29:00,112485,114925,107992,108633,39
05.11.2020,12:30:00,110901,115089,107976,108233,3
05.11.2020,12:31:00,111022,115005,107949,113196,16
05.11.2020,12:32:00,114363,115180,107939,114142,83
05.11.2020,12:33:00,113915,115070,108088,110267,29
05.11.2020,12:34:00,111361,115119,108171,111251,41
05.11.2020,12:35:00,113992,115165,107907,111543,55
05.11.2020,12:36:00,111387,115288,107910,114359,3
05.11.2020,12:37:00,110677,115266,107920,107920,4
05.11.2020,12:38:00,110705,115275,107924,113137,80
05.11.2020,12:39:00,111262,115265,107902,111119,5
05.11.2020,12:41:00,113235,115012,107907,109611,26
05.11.2020,12:42:00,113873,115183,108251,108626,36
05.11.2020,12:43:00,110176,115260,108026,114767,96
05.11.2020,12:44:00,112447,115118,108135,111142,76
05.11.2020,12:45:00,110531,115075,108052,109835,49
05.11.2020,12:46:00,108478,115180,107916,111267,34
05.11.2020,12:47:00,110914,115291,107925,111649,1
05.11.2020,12:48:00,113923,115280,108198,114751,96
05.11.2020,12:49:00,107963,115260,107952,109999,77
05.11.2020,12:50:00,111370,115270,108578,114256,98
05.11.2020,12:51:00,108493,115244,108146,110081,2
05.11.2020,12:52:00,108747,115296,108198,111117,39
05.11.2020,12:53:00,114705,115280,108094,113337,42
05.11.2020,12:54:00,108972,115282,107955,108724,66
05.11.2020,12:55:00,113716,114974,107945,108447,47
05.11.2020,12:56:00,112914,115226,108052,112125,15
05.11.2020,12:57:00,108882,115244,108086,111104,46
05.11.2020,12:58:00,110124,115151,108487,111793,18
05.11.2020,12:59:00,111921,115198,108200,115086,47
05.11.2020,13:00:00,109351,115273,107908,112840,76
05.11.2020,13:01:00,111715,115233,107998,114065,63
05.11.2020,13:02:00,111975,115065,107937,113381,76
05.11.2020,13:03:00,114177,115243,107954,113660,73
05.11.2020,13:04:00,110398,115248,107924,107991,52
05.11.2020,13:05:00,115005,115182,108125,112304,65
05.11.2020,13:06:00,108591,115270,107981,111332,63
05.11.2020,13:07:00,110931,115183,107910,111187,7
05.11.2020,13:08:00,114025,115135,108007,115135,85
05.11.2020,13:09:00,111792,115207,107987,110911,74
05.11.2020,13:10:00,109725,115288,108167,111734,29
05.11.2020,13:11:00,114165,115298,107968,114040,43
05.11.2020,13:12:00,112622,115232,107904,110722,27
05.11.2020,13:13:00,110420,115195,107935,114113,3
05.11.2020,13:14:00,114669,115138,108093,110113,19
05.11.2020,13:15:00,109421,115289,107972,110638,36
05.11.2020,13:16:00,109927,114470,107954,114026,19
05.11.2020,13:17:00,108006,115209,108006,111302,85
05.11.2020,13:18:00,113612,115280,107963,108836,29
05.11.2020,13:19:00,107953,114898,107953,114139,49
05.11.2020,13:20:00,109687,115280,108113,111558,19
05.11.2020,13:21:00,110163,115179,107971,110750,22
05.11.2020,13:22:00,107967,115107,107966,110053,61
05.11.2020,13:23:00,109905,115197,107922,114004,54
05.11.2020,13:24:00,108742,115157,108021,115157,30
05.11.2020,13:25:00,113904,115046,107908,113889,65
05.11.2020,13:26:00,115246,115246,107984,112565,50
05.11.2020,13:27:00,111726,115120,108045,112316,29
05.11.2020,13:28:00,109049,115215,108107,111523,71
